field_id,date,event,inches,notes
PUBLIC-terraref-mac,2018-04-20,planted,,FREE PUBLIC DATA: sowing date for TERRA-REF season 6 from docs.terraref.org (planted 2018-04-20, harvested 2018-08-02)
