unit_id,method,row,segment,block,area_m2,height_max_m,height_mean_m,canopy_cover,volume_m3,n_pixels,data_coverage,vari_mean,exg_mean,gli_mean,height_max_m_pct,height_mean_m_pct,volume_m3_pct,canopy_cover_pct,vari_mean_pct,exg_mean_pct,gli_mean_pct
r043s052,rows,43,52,4126,0.28909361829521873,1.237992286682129,0.9779664676636457,1.0,0.29338994029909377,120,1.0,0.14713077457502222,0.20564068075591738,0.1440799565393377,13.976328380760513,21.581465625786954,13.925963233442456,58.66280533870562,39.86401410224125,19.365399143792494,18.660287081339714
r043s053,rows,43,53,4126,0.7620000000461005,1.184569001197815,0.4671298260907405,0.5733333333333334,0.35034736956805546,300,1.0,0.023525864700761817,0.08579006290553257,0.06130840414035774,12.138000503651474,4.935784437169478,17.300428103752203,4.281037522034752,6.018635104507681,4.104759506421556,4.079576932762528
r043s054,rows,43,54,4126,0.7619999999878928,1.1518683433532715,0.4790723717189106,0.6833333333333333,0.35930427878918303,300,1.0,0.02392117056722092,0.0853927215527626,0.06110310031116482,11.256610425585494,5.16242760010073,17.804079576932764,7.1518509191639374,6.043817678166709,4.0543943591035,4.029211785444472
r043s055,rows,43,55,4126,0.7619999999878928,1.3790910243988037,1.1171742884318034,1.0,0.8378807163238527,300,1.0,0.22595418140476833,0.2925478866515039,0.20150779472737562,17.98035759254596,28.682951397632838,47.418786199949636,58.66280533870562,73.86048854192899,72.09770838579703,71.34223117602619
r043s057,rows,43,57,4127,0.7006115032230014,1.7002246379852295,1.3662307854051943,1.0,0.9222057801485063,270,1.0,0.2352317444660339,0.2902957795204782,0.20125015561271994,28.959959707882142,34.5001259128683,50.69252077562327,58.66280533870562,75.9506421556283,70.73784940820951,71.11558801309495
r043s058,rows,43,58,4127,0.7619999999878928,1.6166151762008667,1.0257256635771288,0.9433333333333334,0.7692942476828468,300,1.0,0.11075603279034275,0.15794261169040164,0.11227370479087745,24.452279022916144,23.847897255099472,42.78519264668849,13.346764039284814,16.796776630571646,11.281792999244523,11.382523293880634
r043s059,rows,43,59,4127,0.7620000000461005,1.6104687452316284,1.1166700615811471,0.9333333333333333,0.8375025461858606,300,1.0,0.17507290803242065,0.21932093287200416,0.15391873295827693,24.12490556534878,28.65776882397381,47.393603626290606,12.994208008058425,56.40896499622261,24.326366154621002,24.074540418030725
r043s060,rows,43,60,4127,0.6249410274609348,1.7792997360229492,1.4884888338545958,1.0,0.8930933003127577,240,1.0,0.23373260742486404,0.29465601987168544,0.20418326808089152,35.25560312263914,41.09796021153362,49.911860992193404,58.66280533870562,75.5729035507429,73.13019390581718,73.40720221606648
r043s061,rows,43,61,4128,0.29684216131822744,2.3599324226379395,1.7603009313344955,1.0,0.5280902794003488,120,1.0,0.18299110997582707,0.2676674663993305,0.18626750321455088,68.14404432132964,54.822462855703854,27.398640141022412,58.66280533870562,60.412994208008065,55.88013094938302,55.905313523042054
r043s062,rows,43,62,4128,0.7619999999878928,2.2141058444976807,0.6285507167749347,0.5233333333333333,0.4714130375812011,300,1.0,0.03376420708170238,0.1126977638601004,0.0799491154911465,57.26517250062957,7.781415260639638,23.11760261898766,3.2485520020146064,7.1266683455049105,7.076303198186855,7.00075547720977
r043s063,rows,43,63,4128,0.7619999999878928,1.6483780145645142,0.31159135022678136,0.41,0.2336935126700861,300,1.0,0.029851051187021145,0.10454201046234117,0.07419115565922396,25.71140770586754,2.7700831024930745,9.997481742634097,1.6116847141777888,6.623016872324351,6.270460841097961,6.1949131201208765
r043s064,rows,43,64,4128,0.7620000000461005,2.5649044513702393,1.7392580132683118,1.0,1.3044435099512341,300,1.0,0.1686497942506757,0.26366535765734816,0.1841057267092618,83.75723998992697,54.041803072273986,71.39259632334425,58.66280533870562,52.73230924200454,52.606396373709394,53.36187358348023
r043s065,rows,43,65,4128,0.17536221521069134,2.4402124881744385,1.8460747973124185,1.0,0.3461390244960786,75,1.0,0.1734296162439861,0.26975910664544883,0.1885663570874771,74.56560060438177,58.52430118358096,17.023419793502896,58.66280533870562,55.42684462352052,57.64291110551498,58.650214051876105
r043s066,rows,43,66,4129,0.5713266824365155,2.238409996032715,2.029213038020664,1.0,1.1414323338866237,225,1.0,0.18982317383136127,0.29260770830556404,0.20262119323609057,58.650214051876105,72.67690757995467,61.39511458071015,58.66280533870562,63.18307731050113,72.12289095945606,72.34953412238731
r043s067,rows,43,67,4129,0.7619999999878928,2.099853992462158,1.6010714411238829,1.0,1.2008035808429125,300,1.0,0.09688219788770824,0.19970085825097983,0.13988326940696674,50.49106018635104,48.980105766809366,65.55023923444976,58.66280533870562,13.371946612943844,17.426340972047345,16.973054646184842
r043s068,rows,43,68,4129,0.7619999999878928,2.0327935218811035,0.954193342126091,0.8266666666666667,0.7156450065945684,300,1.0,0.07460118738978509,0.16203475034133566,0.11419380376296788,47.066230168723244,20.977083857970285,40.64467388567112,10.967010828506673,10.904054394359102,11.609166456811886,11.55880130949383
r043s069,rows,43,69,4129,0.7009394403594003,1.9897717237472534,1.7792942766790036,1.0,1.2010236367583278,270,1.0,0.1735167665814644,0.2814365187710598,0.19514407611380286,44.92571140770586,55.4016620498615,65.57542180810879,58.66280533870562,55.50239234449761,65.60060438176781,65.55023923444976
r043s070,rows,43,70,4130,0.22845798399005157,1.1794147491455078,1.0334270517031352,1.0,0.23252108663320545,90,1.0,0.1223647585270437,0.1784475850780011,0.127211553325331,11.911357340720222,24.175270712666837,9.871568874338957,58.66280533870562,22.00956937799043,13.145303450012591,13.371946612943844
r043s071,rows,43,71,4130,0.7619999999878928,1.1860603094100952,0.5251009327292059,0.6966666666666667,0.39382569954690444,300,1.0,0.016815815946900965,0.09039915780192445,0.06509317950036339,12.163183077310501,5.842357088894485,19.340216570133467,7.466633089901788,4.784688995215311,4.759506421556283,4.809871568874339
r043s072,rows,43,72,4130,0.7619999999878928,1.0216177701950073,0.566577447449284,0.8033333333333333,0.4249330855869631,300,1.0,0.04426174637254543,0.11522481277395613,0.08259863018763133,8.964996222613951,6.471921430370184,20.674892974061947,10.337446487030974,8.436162175774363,7.277763787459078,7.353311508436162
r043s073,rows,43,73,4130,0.7619999999878928,1.094445824623108,0.9301079440613588,1.0,0.6975809580460192,300,1.0,0.12871179331525204,0.20148399682828066,0.14271640486593853,10.350037773860489,20.39788466381264,39.86401410224125,58.66280533870562,25.56031226391337,17.82926215059179,18.005540166204987
r043s074,rows,43,74,4130,0.213296996242703,1.125121831893921,0.9371746023495992,1.0,0.21086428552865985,90,1.0,0.1405085270099602,0.21499866269662796,0.15193795340457653,10.752958952404935,20.54898010576681,8.209519012843112,58.66280533870562,34.55049106018635,22.563585998489046,22.890959456056407
r043s075,rows,43,75,4131,0.5714516017549875,2.392005681991577,1.8720594722032546,1.0,1.053033453114331,225,1.0,0.13606402207782053,0.24051738993399974,0.16848684515348633,70.61193653991438,59.758247292873335,56.00604381767816,58.66280533870562,30.8990178796273,35.859984890455806,35.93553261143289
r043s076,rows,43,76,4131,0.7619999999878928,2.2605133056640625,0.7715943317186839,0.6666666666666666,0.578695748789013,300,1.0,-0.023890510146770967,0.06550883168270528,0.04714915353576233,60.337446487030974,14.75698816419038,32.10778141526064,6.711155880130949,0.8562075044069504,1.8383278771090406,1.8635104507680684
r043s077,rows,43,77,4131,0.7619999999878928,2.4187469482421875,1.092530164453492,0.7566666666666667,0.8193976233401192,300,1.0,0.06171805156843866,0.15070272585422134,0.10629339675493103,72.62654243263663,27.600100730294635,46.05892722236212,9.116091664568119,9.84638630067993,10.778141526063964,10.752958952404935
r043s078,rows,43,78,4131,0.7619999999878928,2.512453556060791,2.0387357272704443,1.0,1.5290517954528335,300,1.0,0.17250251829286076,0.26492709484178334,0.18491423769840376,79.90430622009569,73.63384537899773,83.8831528582221,58.66280533870562,55.04910601863511,53.840342483001756,54.26844623520524
r043s080,rows,43,80,4132,0.7620000000461005,2.3953328132629395,1.8628130147388826,0.9833333333333333,1.3971097610541623,300,1.0,0.1354488475979666,0.21561239194164145,0.15128650374787697,71.09040543943591,59.304960967010835,75.39662553512969,14.845127171996978,30.445731553764794,22.916142029715438,22.336942835557792
r043s081,rows,43,81,4132,0.7620000000461005,2.228220224380493,0.9459343874794877,0.7966666666666666,0.7094507906096159,300,1.0,0.019539495373237473,0.1048173506648172,0.07480810740209907,58.020649710400406,20.851170989675143,40.392848149080834,10.110803324099724,5.16242760010073,6.295643414756988,6.295643414756988
r043s082,rows,43,82,4132,0.7619999999878928,2.1795644760131836,1.6845430765052636,1.0,1.263407307378948,300,1.0,0.17240189256093016,0.25674932658022037,0.1785475764998333,54.84764542936288,52.253840342483,69.42835557794007,58.66280533870562,54.948375723998986,47.59506421556283,47.2928733316545
r043s083,rows,43,83,4132,0.3967187149396463,2.2437100410461426,2.002368768850962,1.0,0.750888288319111,150,1.0,0.1854845310858685,0.2748490661103465,0.19107077998918015,59.0027700831025,69.88164190380257,41.95416771594057,58.66280533870562,61.772853185595565,61.04255854948376,61.1684714177789
r043s084,rows,43,84,4133,0.3735499212486922,1.8219196796417236,1.40319692949454,1.0,0.5261988485604525,150,1.0,0.16242347910257324,0.2527822129014205,0.1764433183494563,37.82422563585999,36.338453789977336,27.222362125409216,58.66280533870562,49.35784437169479,45.45454545454545,45.12717199697809
r043s085,rows,43,85,4133,0.7619999999878928,1.7532660961151123,1.4309161987900734,1.0,1.0731871490925553,300,1.0,0.11820526239148815,0.19614087414465958,0.138603540106024,33.2409972299169,37.572399899269705,56.887433895744145,58.66280533870562,19.592042306723748,16.494585746663308,16.318307731050112
r043s086,rows,43,86,4133,0.7620000000461005,1.7325807809829712,1.0244097776897252,0.8833333333333333,0.7683073332672941,300,1.0,0.08154261713225107,0.16046686937053625,0.11372137018007403,31.453034500125916,23.74716696046336,42.70964492571141,12.31427851926467,11.407705867539661,11.483253588516746,11.458071014857719
r043s087,rows,43,87,4133,0.7619999999878928,1.818962812423706,1.538621471921603,1.0,1.1539661039412024,300,1.0,0.19315908115992084,0.2727104021624756,0.1899592955799273,37.723495341223874,44.47242508184336,62.30168723243516,58.66280533870562,64.7695794510199,59.556786703601105,60.06043817678167
r043s089,rows,43,89,4134,0.7619999999878928,2.1041126251220703,1.611922029716273,0.9766666666666667,1.208941522287205,300,1.0,0.12554335593835578,0.2166085160609664,0.1515620308172667,50.717703349282296,49.53412238730798,66.10425585494838,14.366658272475446,23.49534122387308,23.39461092923697,22.6139511458071
r043s090,rows,43,90,4134,0.7619999999878928,2.0834598541259766,1.0549683524047335,0.9433333333333334,0.7912262643035503,300,1.0,0.09246232525119931,0.17266126863468892,0.12148607836319056,49.53412238730798,25.585494837572398,43.99395618232183,13.346764039284814,12.692017124150087,12.591286829513976,12.616469403173003
