flight_id,method,n_units,n_healthy,n_stressed,n_dead,n_missing,share_healthy,share_stressed,share_dead,share_missing,n_no_data,n_edge
PUBLIC-purdue-20180710,rows,3971,2409,158,2,234,0.6066481994459834,0.03978846638126417,0.000503651473180559,0.05892722236212541,0,1168
