unit_id,method,label,area_m2,height_max_m,height_mean_m,canopy_cover,volume_m3,n_pixels,data_coverage,vari_mean,exg_mean,gli_mean,height_max_m_pct,height_mean_m_pct,volume_m3_pct,canopy_cover_pct,vari_mean_pct,exg_mean_pct,gli_mean_pct
c00184,watershed,184,2.320624999997672,1.6149673461914062,1.112193081606874,0.9989406779661016,2.6247756725992435,944,1.0,0.2882445328463589,0.41395592441644896,0.2746326268798651,42.28395061728395,38.2716049382716,33.641975308641975,59.5679012345679,56.481481481481474,81.79012345679013,79.93827160493827
c00185,watershed,185,3.3356249998888226,1.6523375511169434,1.00793332911652,0.9955489614243324,3.3967353191317575,1348,1.0,0.2184308539378826,0.27647059829261816,0.19032974043757997,47.22222222222222,20.679012345679013,46.2962962962963,41.04938271604938,12.037037037037036,16.666666666666664,17.28395061728395
c00186,watershed,186,1.9700000000052387,1.5961885452270508,1.189883653004126,0.9886649874055415,2.3619190512195076,794,1.0,0.23120369823456355,0.22368091056286754,0.156648757188188,39.81481481481482,55.55555555555556,29.629629629629626,20.061728395061728,17.901234567901234,5.246913580246913,5.246913580246913
c00187,watershed,187,2.9656250000174627,1.57712721824646,1.19832485726872,0.9899328859060402,3.571008074670337,1192,1.0,0.3220770493026864,0.43085198387686263,0.2868292890083624,37.03703703703704,58.0246913580247,49.074074074074076,24.074074074074073,78.08641975308642,85.80246913580247,85.80246913580247
c00188,watershed,188,5.147499999954599,1.5915464162826538,1.141441276048919,0.9961538461538462,5.935494635470255,2080,1.0,0.24368389781385194,0.3296477484621958,0.22206359639145956,39.19753086419753,44.135802469135804,69.75308641975309,43.82716049382716,25.0,48.45679012345679,45.98765432098765
c00189,watershed,189,3.311875000134169,1.5897915363311768,1.009136424204871,0.9887808526551982,3.3730384979138033,1337,1.0,0.23011743871997964,0.2803290684861237,0.1925027256713052,38.58024691358025,21.296296296296298,45.98765432098765,20.679012345679013,16.666666666666664,19.1358024691358,19.753086419753085
c00190,watershed,190,2.4843749998311973,1.5802124738693237,1.2536524233668287,0.9898477157360406,3.087119092549073,985,1.0,0.32839156588241997,0.44038782175279206,0.29286916723316936,38.2716049382716,70.06172839506173,41.9753086419753,23.765432098765434,80.24691358024691,87.65432098765432,88.27160493827161
c00191,watershed,191,1.5256249997566917,1.5791873931884766,1.1727298127672028,0.9785123966942149,1.7737538418151384,605,1.0,0.35899697486886256,0.44063996855173904,0.2923015982939948,37.34567901234568,51.54320987654321,19.753086419753085,7.098765432098765,92.90123456790124,87.96296296296296,87.65432098765432
c00192,watershed,192,2.0962499998140265,1.6326836347579956,1.1710708348084988,0.9735894357743097,2.438755013495222,833,1.0,0.33852768251949256,0.37982219117005855,0.25596831994964514,45.06172839506173,50.0,30.864197530864196,3.7037037037037033,85.18518518518519,69.1358024691358,69.75308641975309
c00193,watershed,193,2.310625000143482,1.6043018102645874,1.09384155122173,0.9978401727861771,2.5322431910850787,926,1.0,0.2649178809109926,0.3105821462432005,0.21320496736230937,41.04938271604938,33.95061728395062,32.098765432098766,51.23456790123457,39.81481481481482,35.18518518518518,37.65432098765432
c00194,watershed,194,2.188125000036089,1.6147890090942383,1.0748361653103178,0.9988545246277205,2.3458299307960435,873,1.0,0.2913990159496919,0.3826245802627804,0.25421892492588605,41.9753086419753,29.938271604938272,28.703703703703702,58.95061728395061,59.876543209876544,69.75308641975309,69.44444444444444
c00195,watershed,195,5.741250000133586,1.5670968294143677,1.0788087773107062,1.0,6.251696864532265,2318,1.0,0.24506746555352651,0.2986021374260669,0.20285441849846475,36.41975308641975,30.555555555555557,70.98765432098766,83.48765432098766,26.851851851851855,28.08641975308642,26.851851851851855
